UCN_NO,CHASSIS,SERVICE_TYPE,VEH_DIS_DT,WERKS,MATNR,KUNNR,PRODUCT_TYPE,KMS_FROM,KMS_TO,DAYS_LIMIT_FROM,DAYS_LIMIT_TO,CREATED_ON,CREATED_AT,STATUS,REMARKS
EZ49608,MD2A18AZ4EWB00262,2,17.05.2014,WA01,00DZ103W,10947,3700DZFS,1,8000,1,260,23.05.2014,7:18:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ49878,MD2A57AZ2EWB10965,3,17.05.2014,WA01,00PA195R,10841,3703PAFS,1,15000,1,260,23.05.2014,7:18:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ49913,MD2A57AZ3EWB11641,1,17.05.2014,WA01,00PA135R,12029,3703PAFS,1,2000,1,60,23.05.2014,7:19:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ49984,MD2A57AZ8EWB12624,2,17.05.2014,WA01,00PA135W,12029,3703PAFS,1,8000,1,260,23.05.2014,7:18:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ50672,MD2A14AZ1EWB06979,1,19.05.2014,WA01,00PA093C,11215,3700PAFS,1,2000,1,60,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ50797,MD2A14AZ8EWB07188,3,19.05.2014,WA01,00PA095D,10001,3700PAFS,1,15000,1,260,23.05.2014,7:19:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ51213,MD2A22EZ7ECA80255,1,19.05.2014,CH01,00PD014M,10369,3700PDFS,1,2000,1,60,23.05.2014,7:19:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ51424,MD2A57AZ4EWB13494,2,19.05.2014,WA01,00PA133C,11215,3703PAFS,1,8000,1,260,23.05.2014,7:19:27,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ51861,MD2A17CZ3EWB05508,3,20.05.2014,WA01,00JD025R,10473,3700JDFS,1,15000,1,260,23.05.2014,7:19:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ51927,MD2A18AZ1EWB12823,3,20.05.2014,WA01,00DZ104G,11794,3700DZFS,1,15000,1,260,23.05.2014,7:19:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ53033,MD2A57AZ3EWB14040,1,21.05.2014,WA01,00PA133C,10396,3703PAFS,1,2000,1,60,23.05.2014,7:20:05,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ66675,MD2A22EZXECB86487,1,15.05.2014,CH01,00PD012V,11272,3700PDFS,1,2000,1,60,23.05.2014,7:12:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ66863,MD2A57AZ3EWB12370,2,15.05.2014,WA01,00PA133C,11216,3703PAFS,1,8000,1,260,23.05.2014,7:12:21,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ68991,MD2A11CZ0DCC95863,3,10.06.2013,CH01,00DH155J,10834,3700DHFS,1,15000,1,260,23.05.2014,7:12:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ71620,MD2A18AZ0DRC87870,2,12.06.2013,PT11,00DZ104G,10145,3700DZFS,1,8000,1,260,23.05.2014,7:14:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ77985,MD2A11CZ4DCC98992,3,15.06.2013,CH01,00DH155J,11713,3700DHFS,1,15000,1,260,23.05.2014,7:12:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ79666,MD2A18AZ2DRC83836,3,29.06.2013,PT11,00DZ104G,10759,3700DZFS,1,15000,1,260,23.05.2014,7:14:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ80371,MD2A11CZ6DCC00559,3,15.06.2013,CH01,00DH155J,10327,3700DHFS,1,15000,1,260,23.05.2014,7:12:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ80463,MD2A18AZ2DRC91676,3,15.06.2013,PT11,00DZ103W,10659,3700DZFS,1,15000,1,260,23.05.2014,7:14:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ83531,MD2A11CZ7DCC87176,3,03.06.2013,CH01,00DH155J,11208,3700DHFS,1,15000,1,260,23.05.2014,7:12:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ85148,MD2A18AZ3DRC95641,3,20.06.2013,PT11,00DZ103W,11460,3700DZFS,1,15000,1,260,23.05.2014,7:14:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ86263,MD2A11CZ8DCC93651,2,08.06.2013,CH01,00DH155G,11719,3700DHFS,1,8000,1,260,23.05.2014,7:13:04,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ88141,MD2A11CZ9DCC89284,2,04.06.2013,CH01,00DH155J,11112,3700DHFS,1,8000,1,260,23.05.2014,7:17:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ92378,MD2A12DZ4DCB97116,3,12.06.2013,CH01,00DJ075G,11587,3700DJFS,1,15000,1,260,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ92381,MD2A12DZ4DCB97505,2,11.06.2013,CH01,00DJ075F,10137,3700DJFS,1,8000,1,260,23.05.2014,7:13:40,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ98462,MD2A18AZ6DWC02998,3,05.06.2013,WA01,00DZ103W,10912,3700DZFS,1,15000,1,260,23.05.2014,7:14:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ98728,MD2A18AZ6DWC06405,1,22.06.2013,WA01,00DZ103W,11415,3700DZFS,1,2000,1,60,23.05.2014,7:14:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ98820,MD2A18AZ6DWC07408,1,24.06.2013,WA01,00DZ103W,11664,3700DZFS,1,2000,1,60,23.05.2014,7:17:58,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ98827,MD2A18AZ6DWC07473,2,25.06.2013,WA01,00DZ103W,10584,3700DZFS,1,8000,1,260,23.05.2014,7:14:55,,Data is not updated into GladMinds Server. Please contact GladMinds team
EZ98875,MD2A18AZ6DWC08168,3,28.06.2013,WA01,00DZ103F,10479,3700DZFS,1,15000,1,260,23.05.2014,7:14:55,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA08337,MD2A18AZ9DRC76284,3,30.06.2013,PT11,00DZ104G,10956,3700DZFS,1,15000,1,260,23.05.2014,7:15:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA14966,MD2A18AZXDRC97161,3,22.06.2013,PT11,00DZ104G,11151,3700DZFS,1,15000,1,260,23.05.2014,7:16:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA15013,MD2A18AZXDRC97743,3,29.06.2013,PT11,00DZ104G,10148,3700DZFS,1,15000,1,260,23.05.2014,7:16:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA16305,MD2A22EZ1DCC41584,2,21.06.2013,CH01,00PD014M,10849,3700PDFS,1,8000,1,260,23.05.2014,7:16:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA16770,MD2A22EZ4DCC39375,3,08.06.2013,CH01,00PD012V,10047,3700PDFS,1,15000,1,260,23.05.2014,7:18:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA16785,MD2A22EZ4DCC39568,3,05.06.2013,CH01,00PD014M,10479,3700PDFS,1,15000,1,260,23.05.2014,7:18:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA16882,MD2A22EZ4DCC41255,3,17.06.2013,CH01,00PD012V,10790,3700PDFS,1,15000,1,260,23.05.2014,7:16:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA17636,MD2A22EZ8DCC40688,3,11.06.2013,CH01,00PD014M,10400,3700PDFS,1,15000,1,260,23.05.2014,7:16:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA18865,MD2A36FZXDCC89944,3,22.06.2013,CH01,00JL025P,10321,3700JLFS,1,15000,1,260,23.05.2014,7:16:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA22390,MD2A37CZ4DWC31529,3,28.06.2013,WA01,00JZ083C,11562,3702JZFS,1,15000,1,260,23.05.2014,7:16:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA22685,MD2A37CZ5DPC58443,3,27.06.2013,PT01,00JZ085R,11460,3702JZFS,1,15000,1,260,23.05.2014,7:16:57,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA49809,MD2A18AZXEWB00248,3,17.05.2014,WA01,00DZ103W,11958,3700DZFS,1,15000,1,260,23.05.2014,7:18:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA50298,MD2A57AZ0EWB12889,1,18.05.2014,WA01,00PA135W,10694,3703PAFS,1,2000,1,60,23.05.2014,7:19:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA50588,MD2A12DZXEWB02770,3,19.05.2014,WA01,00DJ075J,10632,3700DJFS,1,15000,1,260,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA50663,MD2A14AZ0EWB07167,1,19.05.2014,WA01,00PA095D,10396,3700PAFS,1,2000,1,60,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA50678,MD2A14AZ1EWB31669,1,19.05.2014,WA01,00PA095E,10001,3700PAFS,1,2000,1,60,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA50703,MD2A14AZ4EWB07169,3,19.05.2014,WA01,00PA095D,11272,3700PAFS,1,15000,1,260,23.05.2014,7:19:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA51090,MD2A18AZ7EWB00840,1,19.05.2014,WA01,00DZ103W,11493,3700DZFS,1,2000,1,60,23.05.2014,7:19:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA51819,MD2A14AZ9EWB07247,1,20.05.2014,WA01,00PA093C,11888,3700PAFS,1,2000,1,60,23.05.2014,7:19:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA51908,MD2A18AZ0EWB12733,2,20.05.2014,WA01,00DZ103F,11888,3700DZFS,1,8000,1,260,23.05.2014,7:19:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA52862,MD2A22EZ3ECB86928,1,21.05.2014,CH01,00PD012V,11272,3700PDFS,1,2000,1,60,23.05.2014,7:20:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA53434,MD2A18AZ3EWB02231,3,22.05.2014,WA01,00DZ103W,11411,3700DZFS,1,15000,1,260,23.05.2014,7:20:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA75724,MD2A11CZ3DCC97672,3,12.06.2013,CH01,00DH155J,10590,3700DHFS,1,15000,1,260,23.05.2014,7:17:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA76140,MD2A18AZ1DRC90275,3,14.06.2013,PT11,00DZ103W,11721,3700DZFS,1,15000,1,260,23.05.2014,7:14:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA79629,MD2A18AZ2DRC83545,2,08.06.2013,PT11,00DZ103W,10912,3700DZFS,1,8000,1,260,23.05.2014,7:17:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA79722,MD2A18AZ2DRC84324,1,08.06.2013,PT11,00DZ104G,10295,3700DZFS,1,2000,1,60,23.05.2014,7:14:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA80309,MD2A11CZ6DCB77624,2,10.06.2013,CH01,00DH155J,10255,3700DHFS,1,8000,1,260,23.05.2014,7:12:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA83183,MD2A11CZ7DCC08816,2,29.06.2013,CH01,00DH155G,10514,3700DHFS,1,8000,1,260,23.05.2014,7:12:46,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA83431,MD2A11CZ7DCC86092,3,02.06.2013,CH01,00DH155F,10322,3700DHFS,1,15000,1,260,23.05.2014,7:12:48,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA84549,MD2A11CZ7DCC99599,3,15.06.2013,CH01,00DH155J,10591,3700DHFS,1,15000,1,260,23.05.2014,7:17:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA85684,MD2A11CZ8DCC87204,1,03.06.2013,CH01,00DH155J,10223,3700DHFS,1,2000,1,60,23.05.2014,7:17:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA86105,MD2A11CZ8DCC91835,3,07.06.2013,CH01,00DH155J,11476,3700DHFS,1,15000,1,260,23.05.2014,7:13:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA86252,MD2A11CZ8DCC93438,3,08.06.2013,CH01,00DH155J,10370,3700DHFS,1,15000,1,260,23.05.2014,7:13:04,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA86736,MD2A11CZ8DCC99403,3,15.06.2013,CH01,00DH155G,10274,3700DHFS,1,15000,1,260,23.05.2014,7:17:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA87275,MD2A11CZ9DCC04721,1,21.06.2013,CH01,00DH155J,11651,3700DHFS,1,2000,1,60,23.05.2014,7:13:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA87938,MD2A11CZ9DCC86949,3,02.06.2013,CH01,00DH155F,10344,3700DHFS,1,15000,1,260,23.05.2014,7:13:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA88014,MD2A11CZ9DCC87891,1,04.06.2013,CH01,00DH155J,10102,3700DHFS,1,2000,1,60,23.05.2014,7:13:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA88322,MD2A11CZ9DCC91827,3,07.06.2013,CH01,00DH155J,11476,3700DHFS,1,15000,1,260,23.05.2014,7:13:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA89264,MD2A18AZ4DRC95101,1,20.06.2013,PT11,00DZ104G,10086,3700DZFS,1,2000,1,60,23.05.2014,7:14:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA97610,MD2A18AZ6DRC94550,2,19.06.2013,PT11,00DZ104G,10103,3700DZFS,1,8000,1,260,23.05.2014,7:14:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
FA99904,MD2A18AZ7DRC76719,1,21.06.2013,PT11,00DZ104G,10063,3700DZFS,1,2000,1,60,23.05.2014,7:18:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB03266,MD2A18AZ8DRB70229,2,01.06.2013,PT11,00DZ103W,10497,3700DZFS,1,8000,1,260,23.05.2014,7:15:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB08056,MD2A18AZ9DRC03979,3,29.06.2013,PT11,00DZ103W,10148,3700DZFS,1,15000,1,260,23.05.2014,7:15:19,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB08221,MD2A18AZ9DRC75233,3,03.06.2013,PT11,00DZ103W,10281,3700DZFS,1,15000,1,260,23.05.2014,7:15:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB09904,MD2A14AZ2DWC01355,3,30.06.2013,WA01,00PA095E,11746,3700PAFS,1,15000,1,260,23.05.2014,7:17:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB13187,MD2A18AZXDRC81154,3,07.06.2013,PT11,00DZ103W,11513,3700DZFS,1,15000,1,260,23.05.2014,7:15:42,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB14653,MD2A18AZXDRC94485,3,21.06.2013,PT11,00DZ104G,10063,3700DZFS,1,15000,1,260,23.05.2014,7:15:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB17134,MD2A22EZ6DCB39035,2,19.06.2013,CH01,00PD014K,11509,3700PDFS,1,8000,1,260,23.05.2014,7:16:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB18067,MD2A22EZXDCC41549,2,21.06.2013,CH01,00PD014K,10031,3700PDFS,1,8000,1,260,23.05.2014,7:16:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB18824,MD2A36FZ9DCC95606,2,29.06.2013,CH01,00JL025P,10224,3700JLFS,1,8000,1,260,23.05.2014,7:16:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB49412,MD2A17CZ4EWB04108,3,17.05.2014,WA01,00JD025J,10725,3700JDFS,1,15000,1,260,23.05.2014,7:18:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB49805,MD2A18AZXEWB00184,2,17.05.2014,WA01,00DZ104G,12029,3700DZFS,1,8000,1,260,23.05.2014,7:18:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB50637,MD2A13EZ7ECB32900,3,19.05.2014,CH01,00DK042V,10632,3700DKFS,1,15000,1,260,23.05.2014,7:19:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB51167,MD2A18AZXEWB13341,2,19.05.2014,WA01,00DZ103W,10396,3700DZFS,1,8000,1,260,23.05.2014,7:19:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB52228,MD2A57AZ1EWB13579,2,20.05.2014,WA01,00PA135W,10753,3703PAFS,1,8000,1,260,23.05.2014,7:19:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB52350,MD2A57AZ5EWB12614,1,20.05.2014,WA01,00PA135W,10268,3703PAFS,1,2000,1,60,23.05.2014,7:19:48,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB52806,MD2A18AZ8EWB02094,3,21.05.2014,WA01,00DZ104G,10375,3700DZFS,1,15000,1,260,23.05.2014,7:19:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB66861,MD2A57AZ3EWB12336,3,15.05.2014,WA01,00PA133C,11267,3703PAFS,1,15000,1,260,23.05.2014,7:12:21,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB71064,MD2A11CZ1DCC94785,3,10.06.2013,CH01,00DH155J,10302,3700DHFS,1,15000,1,260,23.05.2014,7:12:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB73561,MD2A11CZ2DCC98747,3,15.06.2013,CH01,00DH155J,10419,3700DHFS,1,15000,1,260,23.05.2014,7:12:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB75177,MD2A18AZ1DRC81785,1,07.06.2013,PT11,00DZ103F,11506,3700DZFS,1,2000,1,60,23.05.2014,7:14:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB76242,MD2A18AZ1DRC91118,3,14.06.2013,PT11,00DZ104G,10098,3700DZFS,1,15000,1,260,23.05.2014,7:14:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB84439,MD2A11CZ7DCC98274,3,27.06.2013,CH01,00DH155F,10990,3700DHFS,1,15000,1,260,23.05.2014,7:12:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB85633,MD2A11CZ8DCC86635,2,03.06.2013,CH01,00DH155G,11654,3700DHFS,1,8000,1,260,23.05.2014,7:12:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB87049,MD2A11CZ9DCC02242,1,17.06.2013,CH01,00DH155J,10225,3700DHFS,1,2000,1,60,23.05.2014,7:17:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB87607,MD2A11CZ9DCC08610,1,28.06.2013,CH01,00DH155J,10374,3700DHFS,1,2000,1,60,23.05.2014,7:13:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB88138,MD2A11CZ9DCC89270,2,04.06.2013,CH01,00DH155J,11112,3700DHFS,1,8000,1,260,23.05.2014,7:17:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB92146,MD2A12DZ3DCC01236,1,19.06.2013,CH01,00DJ075G,10339,3700DJFS,1,2000,1,60,23.05.2014,7:13:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
FB93783,MD2A18AZ5DRC98542,3,24.06.2013,PT11,00DZ104G,10361,3700DZFS,1,15000,1,260,23.05.2014,7:14:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC02483,MD2A18AZ7DWB18169,3,06.06.2013,WA01,00DZ104G,11476,3700DZFS,1,15000,1,260,23.05.2014,7:18:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC13966,MD2A18AZXDRC88380,2,12.06.2013,PT11,00DZ104G,11172,3700DZFS,1,8000,1,260,23.05.2014,7:18:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC14896,MD2A18AZXDRC96575,3,22.06.2013,PT11,00DZ104G,11521,3700DZFS,1,15000,1,260,23.05.2014,7:16:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC15435,MD2A18AZXDWC02888,2,05.06.2013,WA01,00DZ103W,11446,3700DZFS,1,8000,1,260,23.05.2014,7:16:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC15677,MD2A18AZXDWC05712,1,20.06.2013,WA01,00DZ104G,10449,3700DZFS,1,2000,1,60,23.05.2014,7:16:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC15935,MD2A18AZXDWC08741,2,30.06.2013,WA01,00DZ103W,10388,3700DZFS,1,8000,1,260,23.05.2014,7:16:12,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC15986,MD2A22EZ0DCC39292,2,14.06.2013,CH01,00PD014K,11408,3700PDFS,1,8000,1,260,23.05.2014,7:16:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC16800,MD2A22EZ4DCC39697,2,05.06.2013,CH01,00PD014K,10675,3700PDFS,1,8000,1,260,23.05.2014,7:18:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC16981,MD2A22EZ5DCC39580,3,08.06.2013,CH01,00PD012V,10047,3700PDFS,1,15000,1,260,23.05.2014,7:16:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC17105,MD2A22EZ5DCC41474,1,19.06.2013,CH01,00PD012V,10203,3700PDFS,1,2000,1,60,23.05.2014,7:16:28,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC17222,MD2A22EZ6DCC40561,3,08.06.2013,CH01,00PD014M,11287,3700PDFS,1,15000,1,260,23.05.2014,7:16:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC17868,MD2A22EZ9DCC41302,3,18.06.2013,CH01,00PD014M,10594,3700PDFS,1,15000,1,260,23.05.2014,7:16:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC22760,MD2A37CZ5DPC59480,3,15.06.2013,PT01,00JZ083C,10222,3702JZFS,1,15000,1,260,23.05.2014,7:16:57,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC25695,MD2A18AZXDRB72645,3,31.05.2013,PT11,00DZ103W,10993,3700DZFS,1,15000,1,260,23.05.2014,7:12:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC39962,MD2A11CZ0DCB68188,3,21.05.2013,CH01,00DH155J,11261,3700DHFS,1,15000,1,260,23.05.2014,7:12:21,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49197,MD2A12DZ9EWB02386,3,17.05.2014,WA01,00DJ075J,10725,3700DJFS,1,15000,1,260,23.05.2014,7:18:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49255,MD2A14AZ2EWB06229,1,17.05.2014,WA01,00PA093C,12029,3700PAFS,1,2000,1,60,23.05.2014,7:18:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49566,MD2A18AZ3EWB14184,3,17.05.2014,WA01,00DZ103W,11411,3700DZFS,1,15000,1,260,23.05.2014,7:18:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49592,MD2A18AZ4EWB00164,2,17.05.2014,WA01,00DZ104G,10947,3700DZFS,1,8000,1,260,23.05.2014,7:18:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49846,MD2A57AZ0EWB09099,1,17.05.2014,WA01,00PA133C,10177,3703PAFS,1,2000,1,60,23.05.2014,7:18:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49902,MD2A57AZ2EWB12652,2,17.05.2014,WA01,00PA133F,10841,3703PAFS,1,8000,1,260,23.05.2014,7:18:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC49945,MD2A57AZ5EWB12581,3,17.05.2014,WA01,00PA135W,10177,3703PAFS,1,15000,1,260,23.05.2014,7:18:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC50258,MD2A18AZ8EWB00068,3,18.05.2014,WA01,00DZ103F,11048,3700DZFS,1,15000,1,260,23.05.2014,7:19:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
FC50360,MD2A57AZ3EWB13132,1,18.05.2014,WA01,00PA133C,10694,3703PAFS,1,2000,1,60,23.05.2014,7:19:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
